"","pub_date","main","score"
"820","1990-02-02","Phelan Plans to Retire As Head of Big Board",-0.166666666666667
"821","1990-02-02","41 Pathe Theaters Are Sold in Europe",0
"822","1990-02-02","PanCanadian Petroleum reports earnings for Year to Dec 31",0
"823","1990-02-02","U.S. Is Seeking Special Counsel In H.U.D. Affair",0.4
"824","1990-02-02","Diplomats Report China's Premier Will Visit Soviet Union in April",0.222222222222222
"825","1990-02-02","Quotation of the Day",0
"826","1990-02-03","Patents;   Blood-Vessel Lubricant For Heart Patients",0.4
"827","1990-02-03","Justice Dept. Seeks Compromise on Reagan Diaries",0.333333333333333
"828","1990-02-03","DH Technology Inc. reports earnings for Qtr to Dec 31",0
"829","1990-02-03","Transactions",0
"830","1990-02-03","NL Industries reports earnings for Qtr to Dec 31",0.2
"831","1990-02-03","NCR and Teradata In Joint Venture",0.25
"832","1990-02-03","Tanglewood Institute Schedules Auditions",0
"833","1990-02-03","J&J Snack Foods Corp. reports earnings for Qtr to Dec 30",0
"834","1990-02-03","Dinkins Adds Two More to His City Hall Roster",0
"835","1990-02-03","Atlanta Gas Light reports earnings for Qtr to Dec 31",0.142857142857143
"836","1990-02-03","Some Donors to the Neediest Apologize for Procrastinating",-0.25
"837","1990-02-03","Strickland Speaks Out But Only Knicks Listen",0
"838","1990-02-03","Noriega May Be Prisoner of War But Can Still Face Trial, U.S. Says",-0.222222222222222
"839","1990-02-03","Eaton Corp. reports earnings for Qtr to Dec 31",0
"840","1990-02-03","New Measure Opens the Door a Bit Wider to Aliens",0
"841","1990-02-03","Peoples Energy Corp. reports earnings for Qtr to Dec 31",0
"842","1990-02-03","Strawberrys to Meet With Hearing Officer",0.25
"843","1990-02-03","Flight 52's Crew Spoke in Cockpit Of 'Emergency'",-0.2
"844","1990-02-03","U.S.-Mideast Council To Sponsor a Concert",0.25
"845","1990-02-03","Hallowell Bowser, Editor, 68",0
"846","1990-02-03","Ouster of a Whistleblower",0
"847","1990-02-03","RESULTS PLUS",0
"848","1990-02-03","Dynatronics Laser Corp.  reports earnings for Qtr to Dec 31",0
"849","1990-02-03","It's Time That Winds of Change Reached India",0
"850","1990-02-03","Pinochet Gets Role in Inauguration of New Leader",0
"851","1990-02-04","Major and Minor Names In Overflowing Show",-0.2
"852","1990-02-04","Lisa Kaplan Plans to Wed",0
"853","1990-02-04","Quotation of the Day",0
"854","1990-02-04","Dealing With a Default by a Sponsor",-0.333333333333333
"855","1990-02-04","NOTED WITH PLEASURE",0.5
"856","1990-02-04","Wall Street",0
"857","1990-02-04","Ms. Perry to Wed Joshua Basseches",0
"858","1990-02-04","She Was Our Bach",0
"859","1990-02-04","Changing the Culture of Spending at Merrill Lynch",0.2
"860","1990-02-04","We Can't Take More of This 'Reagan Boom';   If Things Are So Good",0.333333333333333
"861","1990-02-04","LOVE COMES TO A MISERABLE COP",0.25
"862","1990-02-04","Lifestyle;   Where a Romance Just Might Bloom",0.6
"863","1990-02-04","Miss Kane Plans To Marry in April",0
"864","1990-02-04","For the Sudan, Famine Is Almost As Certain As Civil War",-0.166666666666667
"865","1990-02-04","Kohl Says German Unity 'Is a German Question'",0
"866","1990-02-04","Marcy Weinstein Engaged",0.333333333333333
"867","1990-02-04","LYNN HILL, CLIFFHANGER",0
"868","1990-02-04","At a Defense Plant, No Peace if Jobs Are Lost",0
"869","1990-02-04","New Radar Might Reduce Airline Weather Delays",-0.142857142857143
"870","1990-02-04","Building a Bathtub Framework",0
"871","1990-02-04","MEL LEWIS, 60, A JAZZ DRUMMER AND AN ORCHESTRA LEADER, IS DEAD",-0.142857142857143
"872","1990-02-04","COLLEGE BASKETBALL: Locals;   Hofstra Defeats Delaware",-0.166666666666667
"873","1990-02-04","Answering the Mail",0
"874","1990-02-04","Corrections",1
"875","1990-02-04","Pastimes;   Camera",0
"876","1990-02-05","Policy Shift at Engelhard",0
"877","1990-02-05","For the Record",0
"878","1990-02-05","Chief to Leave Savings Post",0.25
"879","1990-02-05","Review/Ballet;   Balanchine's Homage to the French Manner",0.2
"880","1990-02-05","With Kemp at Helm, H.U.D. Gains New Spirit, but Some Doubts Linger",0
"881","1990-02-05","Bishop Says He Is Amazed At Furor Over Cuomo Issue",0.166666666666667
"882","1990-02-05","Economic Calendar",0.5
"883","1990-02-05","After Lyrics, What?",1
"884","1990-02-05","Palestinians Are Ready for Peace if Israel Is",0.25
"885","1990-02-05","New Friend For CBS: Ted Turner",0.2
"886","1990-02-05","Inquiry Gives Race To Dancing Spree",0.2
"887","1990-02-05","Company Rejects Jacobs",0
"888","1990-02-05","Corrections",1
"889","1990-02-05","Upheaval in the East;   Gorbachev and the Party: 5 Years of Breathless Change",-0.142857142857143
"890","1990-02-05","Health Insurers, to Reduce Losses, Blacklist Dozens of Occupations",0
"891","1990-02-05","Jackson a Millionaire Loser",-0.333333333333333
"892","1990-02-05","Editors' Note",0
"893","1990-02-05","Upheaval in the East: Poland;   New Polish Vanguard: Unemployed Workers",-0.125
"894","1990-02-05","Reynolds Signs $5 Million Pact",0
"895","1990-02-05","Global Interests of News Corp. Cause Problems for Stock",0
"896","1990-02-05","Upheaval in the East;   Albania Said to Plan Some Modest Changes",0
"897","1990-02-05","Son of Ex-President of Costa Rica Claims Victory in National Vote",0.125
"898","1990-02-05","Kate Simon, Acclaimed Memoirist And Travel Writer, Is Dead at 77",0.142857142857143
"899","1990-02-05","Companies Hold Firm On Pretoria",0.5
"900","1990-02-05","Review/Theater;   Harlem Renaissance Figure Relives a Brush With Fame",0.285714285714286
"901","1990-02-06","U.S. Calls Milk Free of Antibiotics",0.5
"902","1990-02-06","Bridge",0
"903","1990-02-06","Fugitive in a Slaying in 1982 Is Arriving From Brazil Today",-0.2
"904","1990-02-06","Daimler Ends Talks on Sale",0
"905","1990-02-06","St. Anthony Wins Metro Classic",0.25
"906","1990-02-06","Stay Tuned for a Cultural Nightmare, TV Babies;   What They Don't Know",0.142857142857143
"907","1990-02-06","Liberty Corp. reports earnings for Qtr to Dec 31",0.166666666666667
"908","1990-02-06","Notebook;   Joyner-Kersee Describes Her Use of Medication",0.2
"909","1990-02-06","Healthcare International reports earnings for Qtr to Dec 31",0
"910","1990-02-06","General RE Corp. reports earnings for Qtr to Dec 31",0
"911","1990-02-06","New Jersey Steel Corp. reports earnings for Qtr to Nov 30",0
"912","1990-02-06","Senate Votes Death Penalty Despite Cuomo's Veto Stand",-0.125
"913","1990-02-06","First Black Elected to Head Harvard's Law Review",0.142857142857143
"914","1990-02-06","Blockbuster Entertainment reports earnings for Qtr to Dec 31",0.166666666666667
"915","1990-02-06","MacDermid Inc. reports earnings for Qtr to Dec 31",0
"916","1990-02-06","Peace Plan Critic Is Elected President in Costa Rica",0
"917","1990-02-06","Truck Deaths Linked to Alcohol or Drugs",-0.2
"918","1990-02-06","2 Jets Coaching Candidates Cross Paths",0
"919","1990-02-06","NEWS SUMMARY",0
"920","1990-02-06","TURKEY SENSITIVE ABOUT ITS IDENTITY",0.333333333333333
"921","1990-02-06","Cascade Natural Gas reports earnings for Qtr to Dec 31",0.142857142857143
"922","1990-02-06","Westchester Board Approves Plant to Treat Sewage Sludge",0.285714285714286
"923","1990-02-06","Federal Home Loan Mortgage Corp. reports earnings for Qtr to Dec 31",0
"924","1990-02-06","Seacoast Savings Bank reports earnings for Qtr to Dec 31",0.142857142857143
"925","1990-02-06","Teradyne Inc. reports earnings for Qtr to Dec 31",0
"926","1990-02-07","Presidential Life reports earnings for Year to Dec 31",0
"927","1990-02-07","Coslet Can't Coach Jets' Old Sketches",0
"928","1990-02-07","Selma, Ala., Reinstates Black Schools Chief",0
"929","1990-02-07","Franco's $7.6 Million Pact Is Richest Ever Given to a Met",0
"930","1990-02-07","Merchants Bancorp reports earnings for Year to Dec 31",0
"931","1990-02-07","Rogers Corp. reports earnings for Qtr to Dec 31",0
"932","1990-02-07","Ferrofluidics Corp. reports earnings for Qtr to Dec 31",0
"933","1990-02-07","Emerson Electric Co.  reports earnings for Qtr to Dec 31",0
"934","1990-02-07","PROFITS SCOREBOARD",0.5
"935","1990-02-07","Pacific Telecom reports earnings for Qtr to Dec 31",0
"936","1990-02-07","Review/Music;   A Tippett Oratorio By Way Of Spirituals",0
"937","1990-02-07","Lectec Corp. reports earnings for Qtr to Dec 31",0
"938","1990-02-07","NL Bid Weighed By Georgia Gulf",0
"939","1990-02-07","Atlantis Group reports earnings for Qtr to Dec 31",0
"940","1990-02-07","Instrument Systems reports earnings for Qtr to Dec 31",0
"941","1990-02-07","Jones Medical Industries reports earnings for Qtr to Dec 31",0.142857142857143
"942","1990-02-07","With Smaller Lineup, Knicks Rally to Win",0.2
"943","1990-02-07","Corrections",1
"944","1990-02-07","Moses, Morris, Keith",0
"945","1990-02-07","Shelter Components Corp. reports earnings for Qtr to Dec 31",0.142857142857143
"946","1990-02-07","Los Angeles Votes Year-Round School Schedule",0.166666666666667
"947","1990-02-07","Bush Calls For Some Regulation",0.333333333333333
"948","1990-02-07","Otter Tail Power Co. reports earnings for Qtr to Dec 31",0
"949","1990-02-07","Systems Center Inc. reports earnings for Qtr to Dec 31",0
"950","1990-02-07","Summit National Bank reports earnings for Qtr to Dec 31",0.142857142857143
"951","1990-02-08","Timberline Software reports earnings for Qtr to Dec 31",0
"952","1990-02-08","Court Upholds 'Pill' But Chides DeSoto",0.2
"953","1990-02-08","The Third Russian Revolution;   Transforming the Communist Party.",-0.166666666666667
"954","1990-02-08","Polishing Image, Principal Bans Gold Teeth",0.5
"955","1990-02-08","A Soviet Union Without a Communist Monopoly: The Academics' View",0
"956","1990-02-08","McDonnell Layoffs At Helicopter Unit",0
"957","1990-02-08","Falcon Oil & Gas reports earnings for Year to Jan 31",0
"958","1990-02-08","Allen Organ Co.  reports earnings for Qtr to Dec 31",0.166666666666667
"959","1990-02-08","Anheuser-Busch Cos.  reports earnings for Qtr to Dec 31",0
"960","1990-02-08","Repap Enterprises reports earnings for Qtr to Dec 31",0
"961","1990-02-08","Excerpts From Remarks by Soviet Ambassador",0.25
"962","1990-02-08","2 Diesel Models From Mercedes",0
"963","1990-02-08","INSIDE",0
"964","1990-02-08","Brite Voice Systems reports earnings for Qtr to Dec 31",0
"965","1990-02-08","Baker Cautions Soviets On Bidding Over Troops",0
"966","1990-02-08","Illinois Power Co. reports earnings for Qtr to Dec 31",0
"967","1990-02-08","Prime Motor Inns Inc. reports earnings for Qtr to Dec 31",0.125
"968","1990-02-08","THE MEDIA BUSINESS: Advertising;   Campbell-Mithun Buys Drossman Lehmann",0.142857142857143
"969","1990-02-08","Franklin Electric Co.  reports earnings for Qtr to Dec 30",0
"970","1990-02-08","National Healthcorp L.P. reports earnings for Year to Dec 31",0
"971","1990-02-08","U.S. Is Renewing Border Detentions",0.333333333333333
"972","1990-02-08","CPC International reports earnings for Qtr to Dec 31",0
"973","1990-02-08","Jason Inc. reports earnings for Qtr to Dec 29",0
"974","1990-02-08","Records Fraud Is Laid to Florida Tax Chief",-0.5
"975","1990-02-08","O'Neill's Budget Proposes Job Cuts and Borrowing",-0.166666666666667
"976","1990-02-09","Valley West Bancorp reports earnings for Qtr to Dec 31",0
"977","1990-02-09","Female Pilots Recall Bullets",-0.25
"978","1990-02-09","Noise Rules for New Nightclubs Approved",0
"979","1990-02-09","Upheaval in the East: Diplomacy;   Baker Meets in Moscow On Arms and Afghans",0
"980","1990-02-09","Summit Health Ltd. reports earnings for Qtr to Dec 31",0.285714285714286
"981","1990-02-09","Yankees Sign McCullers To One-Year Contract",0
"982","1990-02-09","Of Haydn and Bruckner",0
"983","1990-02-09","Eldorado Bancorp reports earnings for Qtr to Dec 31",0
"984","1990-02-09","Auctions",0
"985","1990-02-09","Review/Art;   Clothes From the Turn of a Different Century",-0.4
"986","1990-02-09","PROFITS SCOREBOARD",0.5
"987","1990-02-09","Our Towns;   School Bus Crash Leaves 2 Dead And Questions",-0.285714285714286
"988","1990-02-09","Giddings & Lewis Inc. reports earnings for Qtr to Dec 31",0
"989","1990-02-09","Major Oil Spills In the Past Year",0
"990","1990-02-09","G.E. and 9 Cable Concerns In Satellite Television Deal",-0.2
"991","1990-02-09","TV Weekend;   Docudrama That's Based On a Drama",0
"992","1990-02-09","Weicker Sees Possible Run For Governor",-0.2
"993","1990-02-09","Books of The Times;   What Did It Feel Like to Be Kafka? Creepy!",0.166666666666667
"994","1990-02-09","Chronicle",0
"995","1990-02-09","Danaher Corp. reports earnings for Qtr to Dec 31",0
"996","1990-02-09","The Editorial Notebook;   Flags! Horns! Costa Rica!",-0.166666666666667
"997","1990-02-09","Rabid Raccoons Are on Way",0
"998","1990-02-09","The Truth About Pollock's 'Blue Poles'",0.25
"999","1990-02-09","Coastal Corp. reports earnings for Qtr to Dec 31",0
"1000","1990-02-09","Reviews/Film;   On the Road With a Homicidal Whoopi Goldberg",0
"1001","1990-02-10","Kodak Recycling",0
"1002","1990-02-10","Valley Industries reports earnings for Qtr to Nov 30",0.166666666666667
"1003","1990-02-10","Cars With Blaring Radios Become a New York City Nuisance",-0.125
"1004","1990-02-10","Ancient Roman Silver to Be Sold",0
"1005","1990-02-10","Institution In Iowa Seized",-0.333333333333333
"1006","1990-02-10","Wanted: Education Chief With Open Ears",0.4
"1007","1990-02-10","Cars With Blaring Radios Become a New York City Nuisance;   Get All the Noisemakers",-0.2
"1008","1990-02-10","Smith International reports earnings for Qtr to Dec 31",0
"1009","1990-02-10","Patents;   Bill Seeks To Protect Gene Work",0.166666666666667
"1010","1990-02-10","Mortgage Rates Rise",0
"1011","1990-02-10","Golf Balls Fly as the Temperature Soars to a Record",0.166666666666667
"1012","1990-02-10","Lydall Inc. reports earnings for Qtr to Dec 31",0
"1013","1990-02-10","Insurgents in Ethiopia Begin Anti-Government Offensive",-0.2
"1014","1990-02-10","CONSUMER'S WORLD: Coping;   With Filing Income Tax Returns",0
"1015","1990-02-10","Thomas Industries reports earnings for Qtr to Dec 31",0.166666666666667
"1016","1990-02-10","Review/Film;   Out of a Coma, Still Dapper and Disarming",-0.2
"1017","1990-02-10","Late Goal by Turgeon Frustrates Rangers",-0.2
"1018","1990-02-10","New Study Sought on Boston Murder Case",-0.166666666666667
"1019","1990-02-10","Burmese Troops Said to Win Battle for Rebel Stronghold",-0.285714285714286
"1020","1990-02-10","National Pizza Co. reports earnings for Qtr to Dec 26",0
"1021","1990-02-10","Prudential Intermediate InFcome Fund reports earnings for As of Jan 26",0
"1022","1990-02-10","Cars With Blaring Radios Become a New York City Nuisance;   Holmes Had It Right",0
"1023","1990-02-10","RESULTS PLUS",0
"1024","1990-02-10","Hon Industries Inc. reports earnings for Qtr to Dec 30",0.142857142857143
"1025","1990-02-10","Louther Dance Theater",0.333333333333333
"1026","1990-02-11","A DETOUR THAT LED NOWHERE",0
"1027","1990-02-11","Correction",1
"1028","1990-02-11","Gains in Translation By Computer",0.333333333333333
"1029","1990-02-11","What Homeless Beggars Must Keep Telling Us;   What of Hitchhikers?",-0.166666666666667
"1030","1990-02-11","The Needs Of the Retarded",-1
"1031","1990-02-11","AIDS Plays the Protagonist In Skits for Young Audiences",0.333333333333333
"1032","1990-02-11","Chinese See Few Ripples From Soviet Party Move",0
"1033","1990-02-11","ONE UNIVERSE AT A TIME PLEASE",0.25
"1034","1990-02-11","Tech Notes;   A Gauntlet Against Contamination",-0.25
"1035","1990-02-11","WLIW Moves Toward a Regional Identity",0
"1036","1990-02-11","Line of Credit",0.5
"1037","1990-02-11","Hanging On to Marriage: Tough Task in a Throwaway World",0
"1038","1990-02-11","PERSPECTIVES: Two-Families in Bushwick;   Widening the Paths to For-Sale Housing",0
"1039","1990-02-11","Chowder",0
"1040","1990-02-11","Q and A",NA
"1041","1990-02-11","Review/Theater;   Evening B In One-Act Festival",0.25
"1042","1990-02-11","TRAVEL ADVISORY",0.5
"1043","1990-02-11","8 BOMBS EXPLODE IN KASHMIRI TOWN",-0.5
"1044","1990-02-11","Up to $500,000 Stolen From Bloomingdale's",-0.5
"1045","1990-02-11","Riccardo Muti's Journey To 'the Father of Us All'",0
"1046","1990-02-11","Language Study",-0.5
"1047","1990-02-11","Miss Woods to Wed Michael Leonard",-0.2
"1048","1990-02-11","PASTIMES: Around the Garden",0
"1049","1990-02-11","Margaret Biagini Engaged",0.333333333333333
"1050","1990-02-11","Currency;   The Dollar Slips a Little More",0
"1051","1990-02-12","A Little Sunning, a Little Reading, but the False Spring Might Not Last Long",0
"1052","1990-02-12","A Correction",1
"1053","1990-02-12","Iranians Mark 11th Anniversary of Islamic Revolution",-0.2
"1054","1990-02-12","Irvine Sensors Corp. reports earnings for Qtr to Dec 31",0
"1055","1990-02-12","Airborne Freight Corp. reports earnings for Qtr to Dec 31",0
"1056","1990-02-12","NELSON MANDELA",0
"1057","1990-02-12","INSIDE",0
"1058","1990-02-12","Death on S.I. Underlines Need for Bias Protection",-0.2
"1059","1990-02-12","FRP Properties Inc. reports earnings for Qtr to Dec 31",0
"1060","1990-02-12","State of Emergency Continues in Azerbaijani Capital",0.2
"1061","1990-02-12","Experiment Cuts Welfare Benefits for Some",0.5
"1062","1990-02-12","THE MEDIA BUSINESS: Advertising;   Moves by Carnation",0
"1063","1990-02-12","American Film Technologies reports earnings for Qtr to Dec 31",0
"1064","1990-02-12","Cirrus Logic reports earnings for Qtr to Dec 31",0.166666666666667
"1065","1990-02-12","A Chicago Exhibition on Lincoln's America",0
"1066","1990-02-12","Rabbi Shot by Thief Dies After Surgery",-0.6
"1067","1990-02-12","Jean Cattier, 88, Dies; Led Bank Consortium",-0.166666666666667
"1068","1990-02-12","Arix Corp. reports earnings for Qtr to Dec 31",0
"1069","1990-02-12","Convergent Solutions reports earnings for Qtr to Dec 31",0.166666666666667
"1070","1990-02-12","Newtel Enterprises reports earnings for Year to Dec 31",0
"1071","1990-02-12","Drug Statistics Bring Hope to Capital",0.2
"1072","1990-02-12","A Tribute to Fitzgerald With Heart and Soul",0.5
"1073","1990-02-12","Onshore Tactics",0.5
"1074","1990-02-12","Computer Factory Inc. reports earnings for Qtr to Dec 31",0
"1075","1990-02-12","MMI Medical reports earnings for Qtr to Jan 26",0
"1076","1990-02-13","Riots Involving Ethnic Rivalries Erupt in Another Soviet Republic",-0.25
"1077","1990-02-13","U.S. FORGOES TRIAL OF A PANAMANIAN",0
"1078","1990-02-13","Poindexter Trial Postponed Anew Over Secrecy Disputes",-0.333333333333333
"1079","1990-02-13","Excerpts From Mandela Conference",0.333333333333333
"1080","1990-02-13","Villanova Stuns Syracuse Again",0
"1081","1990-02-13","Williams Cos. reports earnings for Qtr to Dec 31",0
"1082","1990-02-13","Technical Commun reports earnings for Qtr to Dec 30",0
"1083","1990-02-13","International Container Systems reports earnings for Qtr to Dec 31",0
"1084","1990-02-13","Cuomo Chooses March For Congressional Elections",0
"1085","1990-02-13","Tyson Failed to Make Adjustments",0
"1086","1990-02-13","Crown Jewel of 'Star Wars' Has Lost Its Luster",-0.166666666666667
"1087","1990-02-13","G.M. Financing Unit to Buy Anchor Mortgage Business",0.166666666666667
"1088","1990-02-13","Company News;   Grand Met Plans Shift at Retail Unit",0.25
"1089","1990-02-13","Quandary for Patients: Have Surgery, or Await Test for Hepatitis C?",0
"1090","1990-02-13","Company News;   8-Day Extension For Eastern Plan",0.166666666666667
"1091","1990-02-13","Will King's Trickeration Backfire?",0.25
"1092","1990-02-13","Baseball Factions Quiet After Brief Talk",0
"1093","1990-02-13","Georgia-Pacific to sell Safety-Paper Division",-0.25
"1094","1990-02-13","Dixon Ticonderoga reports earnings for Qtr to Dec 31",0
"1095","1990-02-13","Ex-Shearson Official Gets Primerica Post",-0.2
"1096","1990-02-13","Genuine Parts Co.  reports earnings for Qtr to Dec 31",0.166666666666667
"1097","1990-02-13","France Offers Troops to Stop Fighting in Lebanon",0
"1098","1990-02-13","Costar Corp. reports earnings for Qtr to Dec 2",0
"1099","1990-02-13","Quebec-Telephone reports earnings for Year to Dec 31",0
"1100","1990-02-13","3 Injured in Crane Collapse in New Jersey",-0.4
"1101","1990-02-14","Southeastern Michigan Gas Enterprises Inc. reports earnings for Qtr to Dec 31",0
"1102","1990-02-14","Smithfield Foods reports earnings for Qtr to Jan 28",0
"1103","1990-02-14","Aztech International reports earnings for Qtr to Dec 31",0
"1104","1990-02-14","Investors Financial reports earnings for Qtr to Dec 31",0
"1105","1990-02-14","Fergus Reid Jr., Stockbroker, 89",0
"1106","1990-02-14","The Collapse of Drexel Burnham Lambert;   The Fed Nightmare",-0.5
"1107","1990-02-14","Now, a Boxing Match Without the Pain",-0.4
"1108","1990-02-14","The U.N. Today",0
"1109","1990-02-14","Education Commissioner Confounds His Critics",-0.25
"1110","1990-02-14","Mountaineer Bankshares reports earnings for Qtr to Dec 31",0
"1111","1990-02-14","Stelco Inc.  reports earnings for Year to Dec 31",0
"1112","1990-02-14","Review/Rock;   Nightmares of the Future As Seen by Warren Zevon",-0.166666666666667
"1113","1990-02-14","Retail Sales Gained 1.6% In January",0.25
"1114","1990-02-14","ILC Technology Inc. reports earnings for Qtr to Dec 30",0
"1115","1990-02-14","Independent Bank Corp. reports earnings for Qtr to Dec 31",0.142857142857143
"1116","1990-02-14","K N Energy reports earnings for Qtr to Dec 31",0
"1117","1990-02-14","Microsemi Corp. reports earnings for Qtr to Dec 31",0
"1118","1990-02-14","The Collapse of Drexel Burnham Lambert;   Prices of 'Junk Bonds' End Higher in a Volatile Session",-0.272727272727273
"1119","1990-02-14","To Help Black South African Students",0
"1120","1990-02-14","National Insurance Group reports earnings for Qtr to Dec 31",0
"1121","1990-02-14","Lessons",0
"1122","1990-02-14","Homecoming Is Tragic for Salvador Refugees",-0.5
"1123","1990-02-14","Vons Hires Outsider To Fill a New Position",0.166666666666667
"1124","1990-02-14","U.S. Corporations Disdainful of Research",-0.333333333333333
"1125","1990-02-14","Ventura County Natl Bancorp reports earnings for Qtr to Dec 31",0
"1126","1990-02-15","Perrier Says Employees Failed to Change Filters",-0.166666666666667
"1127","1990-02-15","An Eating Club at Princeton Starts Vote to Admit Women",0
"1128","1990-02-15","Kinetic Concepts reports earnings for Qtr to Dec 31",0
"1129","1990-02-15","Sahara Casino Partners LP reports earnings for Qtr to Dec 31",0.142857142857143
"1130","1990-02-15","Washington Talk;   Moynihan Befuddles Democrats With Idea",0
"1131","1990-02-15","Review/Cabaret;   Portrait Of Composer In Songs From Shows",-0.2
"1132","1990-02-15","Viacom Inc. reports earnings for Qtr to Dec 31",0
"1133","1990-02-15","Currents;   Ways to Show Off Shoes, And Not on the Foot",-0.2
"1134","1990-02-15","Review/Concert;   Music Is Framed With Talk For Riverside Symphony",0
"1135","1990-02-15","Market Place;   Drexel's Strength: A Numbers Game",0.166666666666667
"1136","1990-02-15","Banner Industries Inc. reports earnings for Qtr to Dec 31",0.142857142857143
"1137","1990-02-15","ADVERTISING;   Hal Riney Gets Carvel Account",0
"1138","1990-02-15","St. John's Defeats Seton Hall",-0.25
"1139","1990-02-15","Enserch Corp. reports earnings for Qtr to Dec 31",0
"1140","1990-02-15","Money-Fund Yields Mixed",-0.333333333333333
"1141","1990-02-15","McDermott International reports earnings for Qtr to Dec 31",0
"1142","1990-02-15","PROFITS SCOREBOARD",0.5
"1143","1990-02-15","Ballard Ruled Unable To Control Own Care",0.2
"1144","1990-02-15","Community Fights Air France Deal",0
"1145","1990-02-15","JWP Inc. reports earnings for Qtr to Dec 31",0
"1146","1990-02-15","Sanmark-Stardust Inc. reports earnings for Qtr to Dec 31",0
"1147","1990-02-15","Merrimac Industries reports earnings for Qtr to Dec 30",0.166666666666667
"1148","1990-02-15","U.S.-Korea Trade Plan",0
"1149","1990-02-15","Warrantech Corp.  reports earnings for Qtr to Dec 31",0
"1150","1990-02-15","Hall (Frank B.) & Co (N) reports earnings for Qtr to Dec 31",0.166666666666667
"1151","1990-02-16","Transit Truck Bodies reports earnings for Qtr to Dec 31",0
"1152","1990-02-16","Valdez Helmsman Needed Practice, Witness Says",0
"1153","1990-02-16","California Energy Co.  reports earnings for Qtr to Dec 31",0
"1154","1990-02-16","Napco Security Systems reports earnings for Qtr to Dec 31",0.142857142857143
"1155","1990-02-16","Applied Spectrum Technoloies reports earnings for Qtr to Dec 31",0
"1156","1990-02-16","Mesa Limited Partnership reports earnings for Qtr to Dec 31",0
"1157","1990-02-16","Holyfield Camp Asks First Call if Rematch Stalls",0.142857142857143
"1158","1990-02-16","Royal Palm Beach Colony L.P. reports earnings for Qtr to Dec 31",-0.125
"1159","1990-02-16","EXECUTIVES",-1
"1160","1990-02-16","Campbell Soup Co. Ltd.  reports earnings for Qtr to Jan 28",0
"1161","1990-02-16","Appeals Court Frees Inmate on Hunger Strike",0.166666666666667
"1162","1990-02-16","Stern Highest Paid",-0.333333333333333
"1163","1990-02-16","W. T. Conklin, 81; Republican Represented Brooklyn in Senate",0
"1164","1990-02-16","Healthsource Inc. reports earnings for Qtr to Dec 31",0
"1165","1990-02-16","Micro Bio-Medics Inc.  reports earnings for Qtr to Dec 31",0
"1166","1990-02-16","Review/Art;   Peace, Purity and Energy In Still Lifes by Morandi",0.285714285714286
"1167","1990-02-16","Foote, Cone & Belding ComFmunications Inc. reports earnings for Qtr to Dec 31",0
"1168","1990-02-16","Alexander & Alexander Servces Inc. reports earnings for Qtr to Dec 31",0
"1169","1990-02-16","IMO Industries reports earnings for Qtr to Dec 31",0.166666666666667
"1170","1990-02-16","THE MEDIA BUSINESS: Advertising;   Ammirati & Puris Hires Four for Creative Area",0.111111111111111
"1171","1990-02-16","Let's Get Serious About Pentagon Cuts",-0.4
"1172","1990-02-16","Honecker Says He Takes Blame for '89 Vote Fraud",-0.333333333333333
"1173","1990-02-16","Mine Safety Appliances reports earnings for Qtr to Dec 31",0
"1174","1990-02-16","Midland Co. reports earnings for Qtr to Dec 31",0
"1175","1990-02-16","The Reilly-Sununu War",-0.5
"1176","1990-02-17","Police Kill 3 in Shootout, but 4th Is Charged",-0.5
"1177","1990-02-17","Moral Guidance Is a Catholic Prelate's Duty;   Kennedy's Own Words",0
"1178","1990-02-17","AMCA International reports earnings for Qtr to Dec 31",0
"1179","1990-02-17","Books of The Times;   In the Words of the Victims: The Suffering Nazis Caused",-0.142857142857143
"1180","1990-02-17","Contemporary Concert By Japanese Ensemble",0.25
"1181","1990-02-17","F.D.I.C. Suit In Suits Unit Failure",0.2
"1182","1990-02-17","Upheaval in the East: East Germany;   Small East Berlin Parties Seek to Postpone Unity",0
"1183","1990-02-17","Fiat and Poland In Car Agreement",0.25
"1184","1990-02-17","Boeing, McDonnell Seek Chinese Deal",0
"1185","1990-02-17","Pressure Building for Mayor Barry to Resign After Indictment",-0.333333333333333
"1186","1990-02-17","Esselte Business Systems reports earnings for Qtr to Dec 31",0
"1187","1990-02-17","Atkinson (Guy F.) Co (Calif.)(O) reports earnings for Qtr to Dec 31",0
"1188","1990-02-17","Holiday on Monday",0
"1189","1990-02-17","Hunter Environmental Svcs reports earnings for Qtr to Dec 31",-0.142857142857143
"1190","1990-02-17","BUSINESS DIGEST: SATURDAY, FEBRUARY 17, 1990",0
"1191","1990-02-17","Corrections",1
"1192","1990-02-17","DEALS",0
"1193","1990-02-17","British Airways reports earnings for Qtr to Dec 31",0
"1194","1990-02-17","Carlisle Cos. reports earnings for Qtr to Dec 31",0
"1195","1990-02-17","Herman Wilson, 54; Led Investment Fund That Aided the Poor",0
"1196","1990-02-17","EXILED OPPOSITION TO SEND A PANEL TO MEET DE KLERK",-0.166666666666667
"1197","1990-02-17","If the Sandinistas Win",0
"1198","1990-02-17","Perkins Papers reports earnings for Qtr to Dec 31",0
"1199","1990-02-17","Draft Law for Chinese Rule Stirs Protest in Hong Kong",0
"1200","1990-02-17","Vincent Ashton, 72, Insurance Executive",-0.25
"1201","1990-02-18","INSIDE",0
